Date,Market Cap,% Change
2019-11-25,2740100000,0.42%
2019-11-22,2728600000,0.06%
2019-11-21,2727000000,2.16%
2019-11-20,2669400000,1.44%
2019-11-19,2631500000,-1.90%
2019-11-18,2682500000,0.37%
2019-11-15,2672600000,
2019-11-14,2672600000,-0.43%
2019-11-13,2684200000,-0.91%
2019-11-12,2708800000,-1.85%
2019-11-11,2759900000,0.84%
2019-11-08,2736800000,-0.54%
2019-11-07,2751600000,1.21%
2019-11-06,2718700000,-1.72%
2019-11-05,2766400000,-2.21%
2019-11-04,2829000000,0.47%
2019-11-01,2815800000,2.27%
2019-10-31,2753300000,-1.70%
2019-10-30,2801000000,0.06%
2019-10-29,2799400000,-0.70%
2019-10-28,2819100000,1.36%
2019-10-25,2781200000,1.13%
2019-10-24,2750000000,1.46%
2019-10-23,2710500000,2.24%
2019-10-22,2651200000,-0.68%
2019-10-21,2669300000,1.88%
2019-10-18,2620000000,-1.36%
2019-10-17,2656200000,0.06%
2019-10-16,2654500000,0.56%
2019-10-15,2639700000,0.82%
2019-10-14,2618300000,-1.55%
2019-10-11,2659500000,2.41%
2019-10-10,2596900000,2.93%
2019-10-09,2522900000,-3.64%
2019-10-08,2618300000,-1.24%
2019-10-07,2651200000,0.62%
2019-10-04,2634800000,-1.23%
2019-10-03,2667700000,1.12%
2019-10-02,2638100000,-0.37%
2019-10-01,2647900000,-2.07%
2019-09-30,2703900000,0.12%
2019-09-27,2700600000,0.37%
2019-09-26,2690700000,-1.80%
2019-09-25,2740100000,0.91%
2019-09-24,2715400000,-4.27%
2019-09-23,2836400000,-1.49%
2019-09-20,2879200000,-1.19%
2019-09-19,2913800000,-0.39%
2019-09-18,2925300000,0.17%
2019-09-17,2920300000,-1.28%
2019-09-16,2958200000,3.93%
2019-09-13,2846300000,0.58%
2019-09-12,2829900000,0.35%
2019-09-11,2820000000,0.59%
2019-09-10,2803500000,-0.53%
2019-09-09,2818300000,-1.04%
2019-09-06,2848000000,-0.46%
2019-09-05,2861100000,0.52%
2019-09-04,2846300000,1.29%
2019-09-03,2810100000,-0.12%
2019-08-30,2813400000,-2.06%
2019-08-29,2872600000,1.51%
2019-08-28,2829900000,2.20%
2019-08-27,2769000000,-0.65%
2019-08-26,2787100000,-0.41%
2019-08-23,2798600000,-2.58%
2019-08-22,2872600000,0.63%
2019-08-21,2854500000,-1.76%
2019-08-20,2905500000,-0.79%
2019-08-19,2928600000,2.53%
2019-08-16,2856200000,1.11%
2019-08-15,2824900000,-0.98%
2019-08-14,2852900000,-1.48%
2019-08-13,2895700000,-1.01%
2019-08-12,2925300000,0.17%
2019-08-09,2920300000,-0.17%
2019-08-08,2925300000,3.61%
2019-08-07,2823300000,-0.92%
2019-08-06,2849600000,-1.09%
2019-08-05,2880900000,-2.01%
2019-08-02,2940100000,-0.78%
2019-08-01,2963100000,0.28%
2019-07-31,2954900000,-0.11%
2019-07-30,2958200000,0.56%
2019-07-29,2941700000,-0.83%
2019-07-26,2966400000,0.11%
2019-07-25,2963100000,0.34%
2019-07-24,2953200000,-0.94%
2019-07-23,2981200000,1.23%
2019-07-22,2945000000,-0.56%
2019-07-19,2961500000,-0.11%
2019-07-18,2964800000,0.06%
2019-07-17,2963100000,-0.22%
2019-07-16,2969700000,-0.99%
2019-07-15,2999300000,-0.66%
2019-07-12,3019100000,-1.08%
2019-07-11,3052000000,-0.75%
2019-07-10,3075000000,0.75%
2019-07-09,3052000000,1.09%
2019-07-08,3019100000,0.49%
2019-07-05,3004300000,0.83%
2019-07-03,2979600000,0.67%
2019-07-02,2959800000,-1.21%
2019-07-01,2996000000,0.72%
2019-06-28,2974600000,-0.44%
2019-06-27,2987800000,0.22%
2019-06-26,2981200000,4.02%
2019-06-25,2866000000,-1.25%
2019-06-24,2902200000,-0.62%
2019-06-21,2920300000,-0.84%
2019-06-20,2945000000,-0.45%
2019-06-19,2958200000,0.90%
2019-06-18,2931900000,-0.50%
2019-06-17,2946700000,0.22%
2019-06-14,2940100000,-0.94%
2019-06-13,2968100000,0.67%
2019-06-12,2948300000,0.11%
2019-06-11,2945000000,0.05%
2019-06-10,2943400000,-0.72%
2019-06-07,2964800000,-0.99%
2019-06-06,2994400000,-0.49%
2019-06-05,3009200000,0.27%
2019-06-04,3001000000,0.83%
2019-06-03,2976300000,-0.93%
2019-05-31,3004300000,-1.29%
2019-05-30,3043700000,2.66%
2019-05-29,2964800000,-0.66%
2019-05-28,2984500000,-1.36%
2019-05-24,3025600000,-0.22%
2019-05-23,3032200000,-1.92%
2019-05-22,3091500000,1.08%
2019-05-21,3058500000,0.21%
2019-05-20,3052000000,-2.57%
2019-05-17,3132600000,0.21%
2019-05-16,3126000000,2.82%
2019-05-15,3040400000,-2.64%
2019-05-14,3122700000,0.53%
2019-05-13,3106300000,-0.31%
2019-05-10,3116100000,0.64%
2019-05-09,3096400000,0.43%
2019-05-08,3083200000,-0.27%
2019-05-07,3091500000,-1.88%
2019-05-06,3150700000,-1.24%
2019-05-03,3190200000,0.16%
2019-05-02,3185200000,-0.77%
2019-05-01,3209900000,-1.01%
2019-04-30,3242800000,0.15%
2019-04-29,3237900000,-0.20%
2019-04-26,3244500000,1.18%
2019-04-25,3206600000,-1.32%
2019-04-24,3249400000,-0.05%
2019-04-23,3251000000,0.25%
2019-04-22,3242800000,-0.96%
2019-04-18,3274100000,0.35%
2019-04-17,3262600000,-1.10%
2019-04-16,3298800000,1.01%
2019-04-15,3265800000,-0.60%
2019-04-12,3285600000,1.58%
2019-04-11,3234600000,0.25%
2019-04-10,3226400000,0.16%
2019-04-09,3221400000,-1.11%
2019-04-08,3257600000,-0.10%
2019-04-05,3260900000,0.40%
2019-04-04,3247800000,0.77%
2019-04-03,3223100000,-0.40%
2019-04-02,3236200000,-0.61%
2019-04-01,3256000000,2.97%
2019-03-29,3162200000,-2.09%
2019-03-28,3229700000,0.16%
2019-03-27,3224700000,-0.56%
2019-03-26,3242800000,0.61%
2019-03-25,3223100000,0.21%
2019-03-22,3216500000,-0.25%
2019-03-21,3224700000,1.03%
2019-03-20,3191800000,-1.27%
2019-03-19,3232900000,-1.01%
2019-03-18,3265800000,-0.40%
2019-03-15,3279000000,0.66%
2019-03-14,3257600000,-0.05%
2019-03-13,3259300000,0.92%
2019-03-12,3229700000,-2.00%
2019-03-11,3295500000,-0.20%
2019-03-08,3302000000,-0.10%
2019-03-07,3305300000,1.98%
2019-03-06,3241200000,-1.25%
2019-03-05,3282300000,-0.65%
2019-03-04,3303700000,-1.03%
2019-03-01,3338200000,0.74%
2019-02-28,3313600000,-2.04%
2019-02-27,3382700000,-3.06%
2019-02-26,3489600000,1.00%
2019-02-25,3455100000,-0.94%
2019-02-22,3488000000,5.95%
2019-02-21,3292200000,-0.84%
2019-02-20,3320100000,-0.10%
2019-02-19,3323400000,3.59%
2019-02-15,3208300000,1.56%
2019-02-14,3158900000,-3.42%
2019-02-13,3270800000,0.20%
2019-02-12,3264200000,1.64%
2019-02-11,3211600000,1.83%
2019-02-08,3154000000,0.37%
2019-02-07,3142500000,-1.24%
2019-02-06,3181900000,-1.53%
2019-02-05,3231300000,2.88%
2019-02-04,3140800000,-0.83%
2019-02-01,3167100000,-0.26%
2019-01-31,3175400000,-0.51%
2019-01-30,3191800000,0.15%
2019-01-29,3186900000,0.78%
2019-01-28,3162200000,0.58%
2019-01-25,3144100000,0.32%
2019-01-24,3134200000,-1.04%
2019-01-23,3167100000,0.10%
2019-01-22,3163800000,-1.64%
2019-01-18,3216500000,0.41%
2019-01-17,3203300000,1.41%
2019-01-16,3158900000,-0.57%
2019-01-15,3177000000,-0.21%
2019-01-14,3183600000,2.06%
2019-01-11,3119400000,1.12%
2019-01-10,3084900000,-1.47%
2019-01-09,3130900000,-0.21%
2019-01-08,3137500000,-0.88%
2019-01-07,3165500000,1.80%
2019-01-04,3109500000,2.44%
2019-01-03,3035500000,-1.34%
2019-01-02,3076600000,-1.48%
2018-12-31,3122700000,1.28%
2018-12-28,3083200000,1.19%
2018-12-27,3047000000,0.76%
2018-12-26,3024000000,1.83%
2018-12-24,2969700000,-1.90%
2018-12-21,3027300000,-2.13%
2018-12-20,3093100000,-0.74%
2018-12-19,3116100000,3.50%
2018-12-18,3010800000,5.78%
2018-12-17,2846300000,-1.09%
2018-12-14,2877600000,-2.40%
2018-12-13,2948300000,-1.37%
2018-12-12,2989400000,0.16%
2018-12-11,2984500000,5.16%
2018-12-10,2838100000,-0.23%
2018-12-07,2844700000,-1.93%
2018-12-06,2900600000,0.28%
2018-12-04,2892400000,-2.22%
2018-12-03,2958200000,-2.28%
2018-11-30,3027300000,-2.13%
2018-11-29,3093100000,-3.09%
2018-11-28,3191800000,0.78%
2018-11-27,3167100000,-1.03%
2018-11-26,3200000000,4.29%
2018-11-23,3068400000,0.22%
2018-11-21,3061800000,2.31%
2018-11-20,2992700000,-8.69%
2018-11-19,3277400000,-4.50%
2018-11-16,3432000000,2.00%
2018-11-15,3364600000,-6.19%
2018-11-14,3586700000,3.22%
2018-11-13,3474800000,-1.45%
2018-11-12,3525800000,-1.79%
2018-11-09,3590000000,-1.22%
2018-11-08,3634400000,-0.68%
2018-11-07,3659100000,2.30%
2018-11-06,3576800000,2.31%
2018-11-05,3496200000,-0.05%
2018-11-02,3497800000,-0.33%
2018-11-01,3509300000,1.86%
2018-10-31,3445200000,-0.57%
2018-10-30,3464900000,1.30%
2018-10-29,3420500000,-1.79%
2018-10-26,3483000000,-0.38%
2018-10-25,3496200000,0.85%
2018-10-24,3466600000,-1.63%
2018-10-23,3524200000,1.04%
2018-10-22,3488000000,-0.37%
2018-10-19,3501100000,0.71%
2018-10-18,3476400000,-5.25%
2018-10-17,3668900000,-1.94%
2018-10-16,3741300000,1.56%
2018-10-15,3683700000,5.46%
2018-10-12,3492900000,2.81%
2018-10-11,3397500000,1.18%
2018-10-10,3358000000,-5.90%
2018-10-09,3568600000,2.60%
2018-10-08,3478100000,0.09%
2018-10-05,3474800000,-0.89%
2018-10-04,3506100000,-2.34%
2018-10-03,3590000000,-0.32%
2018-10-02,3601500000,-0.68%
2018-10-01,3626200000,-2.04%
2018-09-28,3701800000,-0.88%
2018-09-27,3734700000,0.66%
2018-09-26,3710100000,-3.63%
2018-09-25,3849900000,-1.90%
2018-09-24,3924300000,-0.83%
2018-09-21,3957100000,1.47%
2018-09-20,3899600000,0.63%
2018-09-19,3875000000,-0.63%
2018-09-18,3899600000,-3.06%
2018-09-17,4022800000,-2.00%
2018-09-14,4104899999,0.20%
2018-09-13,4096700000,-2.35%
2018-09-12,4195200000,2.61%
2018-09-11,4088400000,-0.80%
2018-09-10,4121300000,-1.18%
2018-09-07,4170500000,-1.17%
2018-09-06,4219800000,-1.15%
2018-09-05,4269100000,0.39%
2018-09-04,4252600000,-1.15%
2018-08-31,4301900000,4.17%
2018-08-30,4129500000,-0.98%
2018-08-29,4170500000,-0.39%
2018-08-28,4187000000,-1.16%
2018-08-27,4236200000,2.38%
2018-08-24,4137700000,2.44%
2018-08-23,4039200000,3.58%
2018-08-22,3899600000,2.81%
2018-08-21,3792900000,-3.14%
2018-08-20,3916000000,0.84%
2018-08-17,3883200000,4.42%
2018-08-16,3719000000,0.44%
2018-08-15,3702600000,-1.10%
2018-08-14,3743600000,2.47%
2018-08-13,3653300000,0.68%
2018-08-10,3628700000,0.91%
2018-08-09,3595900000,1.63%
2018-08-08,3538400000,0.70%
2018-08-07,3513800000,3.13%
2018-08-06,3407000000,0.97%
2018-08-03,3374200000,-0.48%
2018-08-02,3390600000,0.24%
2018-08-01,3382400000,-0.48%
2018-07-31,3398800000,0.48%
2018-07-30,3382400000,-0.48%
2018-07-27,3398800000,-1.43%
2018-07-26,3448100000,-0.94%
2018-07-25,3480900000,0.47%
2018-07-24,3464500000,0.48%
2018-07-23,3448100000,-1.18%
2018-07-20,3489100000,-0.47%
2018-07-19,3505600000,0.47%
2018-07-18,3489100000,-1.16%
2018-07-17,3530200000,0.47%
2018-07-16,3513800000,-0.46%
2018-07-13,3530200000,2.87%
2018-07-12,3431700000,-0.48%
2018-07-11,3448100000,-0.71%
2018-07-10,3472700000,-0.94%
2018-07-09,3505600000,2.15%
2018-07-06,3431700000,-0.48%
2018-07-05,3448100000,1.70%
2018-07-03,3390600000,0.24%
2018-07-02,3382400000,
2018-06-29,3382400000,-0.48%
2018-06-28,3398800000,0.48%
2018-06-27,3382400000,0.49%
2018-06-26,3366000000,
2018-06-25,3366000000,-2.15%
2018-06-22,3439900000,0.72%
2018-06-21,3415300000,-0.72%
2018-06-20,3439900000,-3.23%
2018-06-19,3554800000,2.12%
2018-06-18,3480900000,1.43%
2018-06-15,3431700000,2.20%
2018-06-14,3357800000,-6.41%
2018-06-13,3587700000,
2018-06-12,3587700000,1.87%
2018-06-11,3522000000,-0.23%
2018-06-08,3530200000,0.94%
2018-06-07,3497300000,-0.70%
2018-06-06,3522000000,0.47%
2018-06-05,3505600000,0.71%
2018-06-04,3480900000,0.47%
2018-06-01,3464500000,0.72%
2018-05-31,3439900000,0.24%
2018-05-30,3431700000,0.48%
2018-05-29,3415300000,-1.19%
2018-05-25,3456300000,1.20%
2018-05-24,3415300000,-0.48%
2018-05-23,3431700000,
2018-05-22,3431700000,-0.95%
2018-05-21,3464500000,1.93%
2018-05-18,3398800000,1.47%
2018-05-17,3349600000,-3.32%
2018-05-16,3464500000,2.93%
2018-05-15,3366000000,4.06%
2018-05-14,3234600000,0.25%
2018-05-11,3226400000,2.08%
2018-05-10,3160700000,1.05%
2018-05-09,3127900000,-0.26%
2018-05-08,3136100000,-0.52%
2018-05-07,3152500000,-1.79%
2018-05-04,3210000000,2.09%
2018-05-03,3144300000,-0.26%
2018-05-02,3152500000,2.13%
2018-05-01,3086900000,1.08%
2018-04-30,3054000000,-0.53%
2018-04-27,3070400000,-1.32%
2018-04-26,3111500000,-0.78%
2018-04-25,3136100000,-1.29%
2018-04-24,3177200000,1.84%
2018-04-23,3119700000,2.70%
2018-04-20,3037600000,-0.54%
2018-04-19,3054000000,-2.36%
2018-04-18,3127900000,-0.26%
2018-04-17,3136100000,0.26%
2018-04-16,3127900000,-1.04%
2018-04-13,3160700000,-0.52%
2018-04-12,3177200000,-2.02%
2018-04-11,3242800000,-0.51%
2018-04-10,3259300000,2.32%
2018-04-09,3185400000,0.52%
2018-04-06,3169000000,-1.28%
2018-04-05,3210000000,-1.01%
2018-04-04,3242800000,2.86%
2018-04-03,3152500000,-1.29%
2018-04-02,3193600000,1.30%
2018-03-29,3152500000,2.95%
2018-03-28,3062200000,-0.80%
2018-03-27,3086900000,-0.26%
2018-03-26,3095100000,-1.31%
2018-03-23,3136100000,-2.05%
2018-03-22,3201800000,0.26%
2018-03-21,3193600000,-1.52%
2018-03-20,3242800000,-0.51%
2018-03-19,3259300000,0.51%
2018-03-16,3242800000,-1.00%
2018-03-15,3275700000,-0.25%
2018-03-14,3283900000,1.78%
2018-03-13,3226400000,-0.25%
2018-03-12,3234600000,0.25%
2018-03-09,3226400000,
2018-03-08,3226400000,0.25%
2018-03-07,3218200000,0.51%
2018-03-06,3201800000,
2018-03-05,3201800000,1.04%
2018-03-02,3169000000,-1.02%
2018-03-01,3201800000,-1.01%
2018-02-28,3234600000,0.77%
2018-02-27,3210000000,-0.76%
2018-02-26,3234600000,
2018-02-23,3234600000,-0.25%
2018-02-22,3242800000,-0.76%
2018-02-21,3267500000,2.31%
2018-02-20,3193600000,1.57%
2018-02-16,3144300000,-1.29%
2018-02-15,3185400000,-1.27%
2018-02-14,3226400000,
2018-02-13,3226400000,-2.24%
2018-02-12,3300300000,5.51%
2018-02-09,3127900000,0.53%
2018-02-08,3111500000,-0.26%
2018-02-07,3119700000,1.06%
2018-02-06,3086900000,-1.31%
2018-02-05,3127900000,-5.22%
2018-02-02,3300300000,-3.37%
2018-02-01,3415300000,3.48%
2018-01-31,3300300000,-0.49%
2018-01-30,3316700000,-1.70%
2018-01-29,3374200000,
2018-01-26,3374200000,1.73%
2018-01-25,3316700000,-0.25%
2018-01-24,3324900000,-1.46%
2018-01-23,3374200000,-0.96%
2018-01-22,3407000000,-1.19%
2018-01-19,3448100000,4.48%
2018-01-18,3300300000,2.55%
2018-01-17,3218200000,0.26%
2018-01-16,3210000000,-1.76%
2018-01-12,3267500000,
2018-01-11,3267500000,0.50%
2018-01-10,3251100000,
2018-01-09,3251100000,
2018-01-08,3251100000,1.02%
2018-01-05,3218200000,-0.51%
2018-01-04,3234600000,-1.50%
2018-01-03,3283900000,0.25%
2018-01-02,3275700000,0.76%
2017-12-29,3251100000,-1.98%
2017-12-28,3316700000,
2017-12-27,3316700000,
2017-12-26,3316700000,-0.50%
2017-12-22,3333200000,-4.02%
2017-12-21,3472700000,1.19%
2017-12-20,3431700000,2.70%
2017-12-19,3341400000,0.74%
2017-12-18,3316700000,3.32%
2017-12-15,3210000000,-3.22%
2017-12-14,3316700000,1.00%
2017-12-13,3283900000,-0.74%
2017-12-12,3308500000,1.00%
2017-12-11,3275700000,-0.50%
2017-12-08,3292100000,-0.74%
2017-12-07,3316700000,0.25%
2017-12-06,3308500000,-0.25%
2017-12-05,3316700000,
2017-12-04,3316700000,-0.74%
2017-12-01,3341400000,-2.40%
2017-11-30,3423500000,2.46%
2017-11-29,3341400000,-4.91%
2017-11-28,3513800000,-0.92%
2017-11-27,3546600000,0.46%
2017-11-24,3530200000,1.66%
2017-11-22,3472700000,2.17%
2017-11-21,3398800000,4.81%
2017-11-20,3242800000,1.02%
2017-11-17,3210000000,2.89%
2017-11-16,3119700000,0.53%
2017-11-15,3103300000,-1.05%
2017-11-14,3136100000,0.53%
2017-11-13,3119700000,
2017-11-10,3119700000,1.61%
2017-11-09,3070400000,1.08%
2017-11-08,3037600000,
2017-11-07,3037600000,-0.27%
2017-11-06,3045800000,1.64%
2017-11-03,2996600000,-0.54%
2017-11-02,3013000000,1.66%
2017-11-01,2963700000,0.56%
2017-10-31,2947300000,-0.28%
2017-10-30,2955500000,-1.64%
2017-10-27,3004800000,
2017-10-26,3004800000,
2017-10-25,3004800000,
2017-10-24,3004800000,0.55%
2017-10-23,2988300000,-0.28%
2017-10-20,2996600000,0.28%
2017-10-19,2988300000,-0.28%
2017-10-18,2996600000,0.28%
2017-10-17,2988300000,
2017-10-16,2988300000,-0.28%
2017-10-13,2996600000,
2017-10-12,2996600000,-0.27%
2017-10-11,3004800000,0.27%
2017-10-10,2996600000,1.39%
2017-10-09,2955500000,-1.37%
2017-10-06,2996600000,0.83%
2017-10-05,2971900000,-0.55%
2017-10-04,2988300000,-0.28%
2017-10-03,2996600000,2.53%
2017-10-02,2922700000,-1.11%
2017-09-29,2955500000,1.70%
2017-09-28,2906200000,
2017-09-27,2906200000,0.28%
2017-09-26,2898000000,0.86%
2017-09-25,2873400000,1.15%
2017-09-22,2840600000,-0.86%
2017-09-21,2865200000,2.15%
2017-09-20,2804800000,1.48%
2017-09-19,2763800000,-0.30%
2017-09-18,2772000000,
2017-09-15,2772000000,0.90%
2017-09-14,2747400000,-0.89%
2017-09-13,2772000000,0.90%
2017-09-12,2747400000,0.30%
2017-09-11,2739200000,
2017-09-08,2739200000,
2017-09-07,2739200000,-0.89%
2017-09-06,2763800000,1.20%
2017-09-05,2731000000,-2.63%
2017-09-01,2804800000,3.64%
2017-08-31,2706400000,-0.30%
2017-08-30,2714600000,0.61%
2017-08-29,2698200000,-0.60%
2017-08-28,2714600000,
2017-08-25,2714600000,0.61%
2017-08-24,2698200000,
2017-08-23,2698200000,-0.30%
2017-08-22,2706400000,0.30%
2017-08-21,2698200000,0.61%
2017-08-18,2681800000,-1.21%
2017-08-17,2714600000,-1.19%
2017-08-16,2747400000,2.13%
2017-08-15,2690000000,-2.38%
2017-08-14,2755600000,0.30%
2017-08-11,2747400000,-2.90%
2017-08-10,2829400000,0.58%
2017-08-09,2813000000,-1.15%
2017-08-08,2845800000,-1.14%
2017-08-07,2878600000,2.63%
2017-08-04,2804800000,0.29%
2017-08-03,2796600000,-0.58%
2017-08-02,2813000000,
2017-08-01,2813000000,
2017-07-31,2813000000,
2017-07-28,2813000000,
2017-07-27,2813000000,-0.29%
2017-07-26,2821200000,0.88%
2017-07-25,2796600000,-0.87%
2017-07-24,2821200000,-0.58%
2017-07-21,2837600000,0.29%
2017-07-20,2829400000,0.29%
2017-07-19,2821200000,0.88%
2017-07-18,2796600000,1.79%
2017-07-17,2747400000,0.90%
2017-07-14,2722800000,2.79%
2017-07-13,2649000000,0.25%
2017-07-12,2642400000,-0.25%
2017-07-11,2649000000,
2017-07-10,2649000000,0.62%
2017-07-07,2632600000,0.31%
2017-07-06,2624400000,-0.31%
2017-07-05,2632600000,-0.50%
2017-07-03,2645700000,-0.74%
2017-06-30,2665400000,-0.31%
2017-06-29,2673600000,0.93%
2017-06-28,2649000000,0.31%
2017-06-27,2640800000,-1.53%
2017-06-26,2681800000,-0.30%
2017-06-23,2690000000,0.61%
2017-06-22,2673600000,
2017-06-21,2673600000,0.62%
2017-06-20,2657200000,-0.92%
2017-06-19,2681800000,-0.61%
2017-06-16,2698200000,
2017-06-15,2698200000,1.23%
2017-06-14,2665400000,-0.31%
2017-06-13,2673600000,0.31%
2017-06-12,2665400000,-2.40%
2017-06-09,2731000000,1.83%
2017-06-08,2681800000,-0.30%
2017-06-07,2690000000,-1.80%
2017-06-06,2739200000,-0.89%
2017-06-05,2763800000,-0.59%
2017-06-02,2780200000,-0.29%
2017-06-01,2788400000,3.34%
2017-05-31,2698200000,-2.66%
2017-05-30,2772000000,-2.31%
2017-05-26,2837600000,-2.81%
2017-05-25,2919600000,2.59%
2017-05-24,2845800000,2.66%
2017-05-23,2772000000,0.90%
2017-05-22,2747400000,1.21%
2017-05-19,2714600000,1.85%
2017-05-18,2665400000,-1.22%
2017-05-17,2698200000,1.23%
2017-05-16,2665400000,-0.61%
2017-05-15,2681800000,0.31%
2017-05-12,2673600000,-0.91%
2017-05-11,2698200000,
2017-05-10,2698200000,-2.08%
2017-05-09,2755600000,1.51%
2017-05-08,2714600000,1.22%
2017-05-05,2681800000,
2017-05-04,2681800000,0.31%
2017-05-03,2673600000,0.31%
2017-05-02,2665400000,-3.85%
2017-05-01,2772000000,2.42%
2017-04-28,2706400000,0.30%
2017-04-27,2698200000,0.30%
2017-04-26,2690000000,0.92%
2017-04-25,2665400000,1.25%
2017-04-24,2632600000,-2.13%
2017-04-21,2690000000,-0.61%
2017-04-20,2706400000,0.92%
2017-04-19,2681800000,-0.91%
2017-04-18,2706400000,-1.79%
2017-04-17,2755600000,-0.30%
2017-04-13,2763800000,0.30%
2017-04-12,2755600000,-0.88%
2017-04-11,2780200000,0.30%
2017-04-10,2772000000,0.60%
2017-04-07,2755600000,
2017-04-06,2755600000,-0.59%
2017-04-05,2772000000,-0.29%
2017-04-04,2780200000,
2017-04-03,2780200000,0.30%
2017-03-31,2772000000,0.60%
2017-03-30,2755600000,0.30%
2017-03-29,2747400000,-0.59%
2017-03-28,2763800000,3.69%
2017-03-27,2665400000,
2017-03-24,2665400000,-0.91%
2017-03-23,2690000000,0.31%
2017-03-22,2681800000,-1.21%
2017-03-21,2714600000,-1.19%
2017-03-20,2747400000,0.60%
2017-03-17,2731000000,0.91%
2017-03-16,2706400000,0.30%
2017-03-15,2698200000,-0.30%
2017-03-14,2706400000,-0.30%
2017-03-13,2714600000,
2017-03-10,2714600000,
2017-03-09,2714600000,-0.90%
2017-03-08,2739200000,1.52%
2017-03-07,2698200000,
2017-03-06,2698200000,-0.90%
2017-03-03,2722800000,-1.77%
2017-03-02,2772000000,-0.29%
2017-03-01,2780200000,0.59%
2017-02-28,2763800000,-1.75%
2017-02-27,2813000000,1.18%
2017-02-24,2780200000,
2017-02-23,2780200000,-0.59%
2017-02-22,2796600000,0.59%
2017-02-21,2780200000,
2017-02-17,2780200000,-2.31%
2017-02-16,2845800000,2.66%
2017-02-15,2772000000,8.33%
2017-02-14,2558800000,-1.27%
2017-02-13,2591600000,3.61%
2017-02-10,2501400000,0.66%
2017-02-09,2485000000,
2017-02-08,2485000000,0.33%
2017-02-07,2476800000,0.67%
2017-02-06,2460400000,
2017-02-03,2460400000,-0.66%
2017-02-02,2476800000,-3.20%
2017-02-01,2558800000,2.29%
2017-01-31,2501400000,-1.93%
2017-01-30,2550600000,-2.20%
2017-01-27,2608000000,
2017-01-26,2608000000,0.63%
2017-01-25,2591600000,-0.32%
2017-01-24,2599800000,0.32%
2017-01-23,2591600000,-0.32%
2017-01-20,2599800000,
2017-01-19,2599800000,0.32%
2017-01-18,2591600000,0.32%
2017-01-17,2583400000,-1.25%
2017-01-13,2616200000,1.27%
2017-01-12,2583400000,-0.63%
2017-01-11,2599800000,0.63%
2017-01-10,2583400000,-0.94%
2017-01-09,2608000000,0.63%
2017-01-06,2591600000,
2017-01-05,2591600000,2.27%
2017-01-04,2534200000,5.10%
2017-01-03,2411200000,3.16%
2016-12-30,2337400000,-0.70%
2016-12-29,2353800000,-2.05%
2016-12-28,2403000000,0.69%
2016-12-27,2386600000,0.34%
2016-12-23,2378400000,2.11%
2016-12-22,2329200000,-1.05%
2016-12-21,2353800000,-0.35%
2016-12-20,2362000000,
2016-12-19,2362000000,
2016-12-16,2362000000,0.70%
2016-12-15,2345600000,-2.72%
2016-12-14,2411200000,0.68%
2016-12-13,2394800000,-3.95%
2016-12-12,2493200000,0.33%
2016-12-09,2485000000,0.33%
2016-12-08,2476800000,2.58%
2016-12-07,2414500000,0.82%
2016-12-06,2394800000,-0.68%
2016-12-05,2411200000,0.34%
2016-12-02,2403000000,-1.35%
2016-12-01,2435800000,-0.67%
2016-11-30,2452200000,-0.66%
2016-11-29,2468600000,0.33%
2016-11-28,2460400000,-2.28%
2016-11-25,2517800000,0.99%
2016-11-23,2493200000,-0.65%
2016-11-22,2509600000,1.32%
2016-11-21,2476800000,-0.66%
2016-11-18,2493200000,1.33%
2016-11-17,2460400000,-0.33%
2016-11-16,2468600000,1.01%
2016-11-15,2444000000,-0.33%
2016-11-14,2452200000,
2016-11-11,2452200000,-1.64%
2016-11-10,2493200000,
2016-11-09,2493200000,0.66%
2016-11-08,2476800000,
2016-11-07,2476800000,1.00%
2016-11-04,2452200000,-1.97%
2016-11-03,2501400000,1.33%
2016-11-02,2468600000,-1.95%
2016-11-01,2517800000,0.33%
2016-10-31,2509600000,0.33%
2016-10-28,2501400000,-0.65%
2016-10-27,2517800000,-0.65%
2016-10-26,2534200000,-0.32%
2016-10-25,2542400000,-1.90%
2016-10-24,2591600000,-0.63%
2016-10-21,2608000000,
2016-10-20,2608000000,-0.62%
2016-10-19,2624400000,0.95%
2016-10-18,2599800000,
2016-10-17,2599800000,-0.06%
2016-10-14,2601400000,2.12%
2016-10-13,2547300000,-1.65%
2016-10-12,2590000000,-1.31%
2016-10-11,2624400000,-2.26%
2016-10-10,2685100000,-0.73%
2016-10-07,2704800000,-1.84%
2016-10-06,2755600000,-0.59%
2016-10-05,2772000000,-0.65%
2016-10-04,2790100000,-0.18%
2016-10-03,2795000000,0.95%
2016-09-30,2768700000,-0.65%
2016-09-29,2786800000,-1.85%
2016-09-28,2839300000,0.35%
2016-09-27,2829400000,2.74%
2016-09-26,2754000000,-2.50%
2016-09-23,2824500000,0.23%
2016-09-22,2818000000,1.18%
2016-09-21,2785100000,0.71%
2016-09-20,2765500000,-2.03%
2016-09-19,2822900000,-0.58%
2016-09-16,2839300000,0.64%
2016-09-15,2821200000,0.35%
2016-09-14,2811400000,-0.35%
2016-09-13,2821200000,
2016-09-12,2821200000,-0.25%
2016-09-09,2828400000,-0.35%
2016-09-08,2838300000,0.06%
2016-09-07,2836600000,0.70%
2016-09-06,2817000000,0.47%
2016-09-02,2803900000,0.41%
2016-09-01,2792400000,2.41%
