Date,Market Cap,% Change
2019-12-05,6671400000,0.42%
2019-12-04,6643700000,0.87%
2019-12-03,6586200000,-0.27%
2019-12-02,6603900000,-1.87%
2019-11-29,6729700000,-0.48%
2019-11-27,6762400000,2.22%
2019-11-26,6615600000,0.98%
2019-11-25,6551600000,-0.25%
2019-11-22,6567800000,0.25%
2019-11-21,6551300000,-0.24%
2019-11-20,6567100000,-0.62%
2019-11-19,6607900000,0.27%
2019-11-18,6590200000,1.87%
2019-11-15,6469400000,-1.08%
2019-11-14,6539900000,-0.76%
2019-11-13,6590000000,0.21%
2019-11-12,6576200000,2.11%
2019-11-11,6440000000,-3.33%
2019-11-08,6661900000,0.30%
2019-11-07,6642000000,1.39%
2019-11-06,6551000000,1.64%
2019-11-05,6445500000,2.16%
2019-11-04,6309100000,-1.82%
2019-11-01,6426000000,1.33%
2019-10-31,6341900000,-0.47%
2019-10-30,6372100000,-0.62%
2019-10-29,6411800000,0.79%
2019-10-28,6361600000,0.09%
2019-10-25,6355700000,-0.35%
2019-10-24,6378000000,-0.33%
2019-10-23,6398900000,0.99%
2019-10-22,6336000000,0.23%
2019-10-21,6321200000,0.32%
2019-10-18,6301300000,-1.11%
2019-10-17,6371800000,0.97%
2019-10-16,6310300000,0.20%
2019-10-15,6297500000,0.55%
2019-10-14,6263000000,-0.37%
2019-10-11,6286500000,0.39%
2019-10-10,6261800000,0.39%
2019-10-09,6237600000,0.08%
2019-10-08,6232900000,-1.50%
2019-10-07,6327900000,-0.24%
2019-10-04,6342900000,1.48%
2019-10-03,6250200000,1.12%
2019-10-02,6181100000,-1.30%
2019-10-01,6262300000,0.02%
2019-09-30,6261100000,0.19%
2019-09-27,6249500000,-0.46%
2019-09-26,6278500000,-0.63%
2019-09-25,6318100000,0.48%
2019-09-24,6287700000,-2.72%
2019-09-23,6463600000,1.31%
2019-09-20,6379900000,-0.10%
2019-09-19,6386100000,0.37%
2019-09-18,6362300000,-1.37%
2019-09-17,6450700000,0.21%
2019-09-16,6436900000,0.85%
2019-09-13,6382800000,1.55%
2019-09-12,6285400000,2.46%
2019-09-11,6134200000,1.31%
2019-09-10,6055100000,0.97%
2019-09-09,5996900000,-0.35%
2019-09-06,6017800000,-0.22%
2019-09-05,6031100000,2.20%
2019-09-04,5901200000,-0.26%
2019-09-03,5916600000,-1.31%
2019-08-30,5995300000,1.70%
2019-08-29,5895000000,-1.01%
2019-08-28,5955300000,0.56%
2019-08-27,5922100000,-1.30%
2019-08-26,6000000000,-0.75%
2019-08-23,6045600000,-2.67%
2019-08-22,6211700000,0.12%
2019-08-21,6204300000,-2.32%
2019-08-20,6351600000,-8.89%
2019-08-19,6971500000,0.66%
2019-08-16,6925600000,1.81%
2019-08-15,6802500000,0.38%
2019-08-14,6776600000,-1.80%
2019-08-13,6900900000,1.16%
2019-08-12,6821500000,-2.57%
2019-08-09,7001400000,-0.53%
2019-08-08,7038700000,2.69%
2019-08-07,6854600000,0.91%
2019-08-06,6792800000,1.66%
2019-08-05,6681600000,-2.87%
2019-08-02,6878800000,-0.02%
2019-08-01,6880200000,-0.16%
2019-07-31,6890900000,-0.18%
2019-07-30,6903500000,1.10%
2019-07-29,6828700000,-0.68%
2019-07-26,6875200000,0.73%
2019-07-25,6825100000,0.37%
2019-07-24,6799900000,0.56%
2019-07-23,6761900000,0.04%
2019-07-22,6759500000,0.67%
2019-07-19,6714200000,-0.88%
2019-07-18,6773600000,-0.65%
2019-07-17,6818000000,-0.63%
2019-07-16,6861500000,-0.70%
2019-07-15,6909900000,0.14%
2019-07-12,6899900000,1.36%
2019-07-11,6807500000,0.23%
2019-07-10,6792100000,0.69%
2019-07-09,6745300000,0.86%
2019-07-08,6687800000,-1.17%
2019-07-05,6766900000,0.05%
2019-07-03,6763800000,1.23%
2019-07-02,6681600000,0.53%
2019-07-01,6646400000,-0.07%
2019-06-28,6651000000,0.71%
2019-06-27,6604400000,1.41%
2019-06-26,6512700000,0.61%
2019-06-25,6473500000,-2.06%
2019-06-24,6609600000,-1.15%
2019-06-21,6686600000,-2.18%
2019-06-20,6835300000,-0.07%
2019-06-19,6839800000,-0.73%
2019-06-18,6890000000,-0.72%
2019-06-17,6939900000,-0.14%
2019-06-14,6949400000,0.03%
2019-06-13,6947500000,1.56%
2019-06-12,6841000000,-0.12%
2019-06-11,6848900000,-1.51%
2019-06-10,6954100000,-1.42%
2019-06-07,7054100000,-1.81%
2019-06-06,7183900000,-0.88%
2019-06-05,7247500000,1.69%
2019-06-04,7127300000,2.45%
2019-06-03,6957000000,-1.02%
2019-05-31,7028700000,0.08%
2019-05-30,7022800000,-0.39%
2019-05-29,7050600000,-1.12%
2019-05-28,7130400000,0.58%
2019-05-24,7089300000,-1.07%
2019-05-23,7166300000,-0.21%
2019-05-22,7181700000,-1.28%
2019-05-21,7275100000,0.92%
2019-05-20,7208800000,0.66%
2019-05-17,7161500000,-1.00%
2019-05-16,7234200000,0.93%
2019-05-15,7167500000,-0.24%
2019-05-14,7184800000,0.05%
2019-05-13,7181200000,0.19%
2019-05-10,7167700000,1.88%
2019-05-09,7035400000,0.28%
2019-05-08,7015900000,-3.13%
2019-05-07,7242300000,-1.53%
2019-05-06,7354700000,0.76%
2019-05-03,7299100000,-0.53%
2019-05-02,7337800000,0.15%
2019-05-01,7326900000,-1.30%
2019-04-30,7423100000,0.03%
2019-04-29,7421000000,0.10%
2019-04-26,7413800000,1.56%
2019-04-25,7300000000,-0.82%
2019-04-24,7360100000,0.68%
2019-04-23,7310700000,1.17%
2019-04-22,7225900000,-1.32%
2019-04-18,7322400000,0.16%
2019-04-17,7311000000,-0.68%
2019-04-16,7361300000,0.83%
2019-04-15,7301000000,0.65%
2019-04-12,7254200000,0.51%
2019-04-11,7217600000,0.01%
2019-04-10,7216600000,1.18%
2019-04-09,7132500000,1.08%
2019-04-08,7056000000,-0.09%
2019-04-05,7062200000,0.67%
2019-04-04,7014900000,-1.15%
2019-04-03,7096700000,0.44%
2019-04-02,7065800000,1.48%
2019-04-01,6962900000,-0.02%
2019-03-29,6964300000,-0.13%
2019-03-28,6973100000,1.81%
2019-03-27,6849300000,0.76%
2019-03-26,6797500000,-0.11%
2019-03-25,6804900000,-0.08%
2019-03-22,6810100000,-2.81%
2019-03-21,7007100000,1.12%
2019-03-20,6929600000,-0.18%
2019-03-19,6942200000,-0.77%
2019-03-18,6996400000,-0.95%
2019-03-15,7063400000,0.77%
2019-03-14,7009200000,-0.62%
2019-03-13,7052700000,0.28%
2019-03-12,7032800000,-0.36%
2019-03-11,7057900000,1.21%
2019-03-08,6973400000,-0.54%
2019-03-07,7011100000,0.26%
2019-03-06,6992600000,0.86%
2019-03-05,6933000000,0.97%
2019-03-04,6866200000,-1.43%
2019-03-01,6965800000,1.75%
2019-02-28,6845800000,0.06%
2019-02-27,6841700000,-0.41%
2019-02-26,6870000000,-0.91%
2019-02-25,6933000000,-1.89%
2019-02-22,7066500000,0.81%
2019-02-21,7009500000,-0.05%
2019-02-20,7013000000,-0.04%
2019-02-19,7016100000,1.23%
2019-02-15,6930600000,0.58%
2019-02-14,6890400000,0.23%
2019-02-13,6874500000,-0.36%
2019-02-12,6899200000,0.70%
2019-02-11,6851500000,0.17%
2019-02-08,6839600000,1.65%
2019-02-07,6728900000,-0.32%
2019-02-06,6750500000,-1.17%
2019-02-05,6830300000,2.76%
2019-02-04,6646900000,0.25%
2019-02-01,6630000000,0.45%
2019-01-31,6600600000,0.37%
2019-01-30,6576100000,0.72%
2019-01-29,6529100000,-1.80%
2019-01-28,6649000000,0.36%
2019-01-25,6625000000,0.51%
2019-01-24,6591500000,1.17%
2019-01-23,6515500000,0.22%
2019-01-22,6501300000,-0.32%
2019-01-18,6521900000,1.08%
2019-01-17,6452300000,0.21%
2019-01-16,6438800000,-0.20%
2019-01-15,6451900000,-1.01%
2019-01-14,6517400000,-2.03%
2019-01-11,6652600000,0.89%
2019-01-10,6593900000,2.54%
2019-01-09,6430300000,0.49%
2019-01-08,6398700000,0.34%
2019-01-07,6376800000,0.81%
2019-01-04,6325500000,2.12%
2019-01-03,6193900000,-1.82%
2019-01-02,6308700000,-0.78%
2018-12-31,6358300000,2.04%
2018-12-28,6231200000,1.62%
2018-12-27,6131700000,1.02%
2018-12-26,6069700000,5.36%
2018-12-24,5760700000,-1.81%
2018-12-21,5867100000,-2.24%
2018-12-20,6001500000,-1.84%
2018-12-19,6113700000,-0.70%
2018-12-18,6156600000,-2.19%
2018-12-17,6294200000,1.34%
2018-12-14,6210800000,-0.48%
2018-12-13,6241000000,-1.42%
2018-12-12,6331000000,-0.91%
2018-12-11,6388900000,-3.65%
2018-12-10,6631000000,2.84%
2018-12-07,6448100000,0.17%
2018-12-06,6437100000,3.44%
2018-12-04,6222900000,-3.00%
2018-12-03,6415500000,0.03%
2018-11-30,6413400000,-0.80%
2018-11-29,6465400000,-0.88%
2018-11-28,6522900000,5.21%
2018-11-27,6199900000,-1.47%
2018-11-26,6292300000,1.45%
2018-11-23,6202200000,0.43%
2018-11-21,6175400000,2.28%
2018-11-20,6037900000,1.32%
2018-11-19,5959500000,-2.59%
2018-11-16,6118200000,0.48%
2018-11-15,6088700000,1.50%
2018-11-14,5998700000,-3.85%
2018-11-13,6238600000,-0.79%
2018-11-12,6288500000,-2.32%
2018-11-09,6437600000,-0.54%
2018-11-08,6472300000,-1.78%
2018-11-07,6589400000,1.02%
2018-11-06,6522900000,0.23%
2018-11-05,6507700000,4.54%
2018-11-02,6225000000,-3.38%
2018-11-01,6442600000,-1.59%
2018-10-31,6546600000,0.28%
2018-10-30,6528400000,1.73%
2018-10-29,6417200000,0.08%
2018-10-26,6412000000,-1.96%
2018-10-25,6540200000,1.50%
2018-10-24,6443400000,-3.37%
2018-10-23,6667800000,-1.62%
2018-10-22,6777400000,-0.36%
2018-10-19,6802000000,0.51%
2018-10-18,6767700000,-2.12%
2018-10-17,6914400000,-2.27%
2018-10-16,7075100000,2.57%
2018-10-15,6897600000,1.19%
2018-10-12,6816200000,2.60%
2018-10-11,6643400000,-0.02%
2018-10-10,6644800000,-3.67%
2018-10-09,6897600000,0.19%
2018-10-08,6884600000,-3.23%
2018-10-05,7114600000,-2.86%
2018-10-04,7324100000,0.23%
2018-10-03,7307000000,-0.45%
2018-10-02,7339700000,0.12%
2018-10-01,7330700000,-1.77%
2018-09-28,7462500000,1.26%
2018-09-27,7369700000,1.49%
2018-09-26,7261800000,-0.88%
2018-09-25,7326000000,2.04%
2018-09-24,7179200000,-0.27%
2018-09-21,7198400000,-0.36%
2018-09-20,7224700000,0.66%
2018-09-19,7177100000,-1.26%
2018-09-18,7268900000,0.89%
2018-09-17,7204800000,-1.51%
2018-09-14,7315300000,-1.10%
2018-09-13,7396500000,0.29%
2018-09-12,7375000000,0.38%
2018-09-11,7347300000,-1.07%
2018-09-10,7426800000,1.76%
2018-09-07,7298700000,2.56%
2018-09-06,7116800000,-0.47%
2018-09-05,7150100000,-1.76%
2018-09-04,7277900000,1.85%
2018-08-31,7145900000,-0.52%
2018-08-30,7183300000,0.19%
2018-08-29,7169800000,1.18%
2018-08-28,7086000000,1.86%
2018-08-27,6956300000,-0.86%
2018-08-24,7016900000,-0.26%
2018-08-23,7034900000,-0.23%
2018-08-22,7051400000,-1.67%
2018-08-21,7170900000,1.94%
2018-08-20,7034200000,-0.32%
2018-08-17,7056600000,-1.62%
2018-08-16,7172600000,-2.18%
2018-08-15,7332300000,-0.96%
2018-08-14,7403300000,1.07%
2018-08-13,7325000000,-3.10%
2018-08-10,7559000000,0.31%
2018-08-09,7535400000,0.61%
2018-08-08,7489900000,-1.14%
2018-08-07,7576100000,1.59%
2018-08-06,7457300000,1.29%
2018-08-03,7362600000,-0.58%
2018-08-02,7405900000,1.10%
2018-08-01,7325000000,-0.84%
2018-07-31,7387200000,0.83%
2018-07-30,7326400000,-0.36%
2018-07-27,7352900000,-1.46%
2018-07-26,7461500000,0.23%
2018-07-25,7444300000,0.44%
2018-07-24,7411600000,-2.60%
2018-07-23,7609200000,-0.67%
2018-07-20,7660800000,0.24%
2018-07-19,7642800000,-0.01%
2018-07-18,7643300000,-0.49%
2018-07-17,7681100000,-0.20%
2018-07-16,7696300000,-0.33%
2018-07-13,7721800000,1.60%
2018-07-12,7600000000,0.42%
2018-07-11,7568300000,-0.11%
2018-07-10,7576800000,-0.57%
2018-07-09,7620100000,-1.61%
2018-07-06,7745000000,2.59%
2018-07-05,7549800000,0.86%
2018-07-03,7485400000,-1.57%
2018-07-02,7604700000,3.60%
2018-06-29,7340100000,2.27%
2018-06-28,7176900000,13.92%
2018-06-27,6299900000,-2.00%
2018-06-26,6428400000,-0.67%
2018-06-25,6471900000,-1.85%
2018-06-22,6593600000,-0.01%
2018-06-21,6594000000,-1.32%
2018-06-20,6682100000,2.31%
2018-06-19,6531300000,-1.42%
2018-06-18,6625700000,1.85%
2018-06-15,6505100000,0.13%
2018-06-14,6496800000,0.31%
2018-06-13,6476700000,-0.94%
2018-06-12,6537900000,0.28%
2018-06-11,6519500000,0.43%
2018-06-08,6491800000,1.03%
2018-06-07,6425800000,1.17%
2018-06-06,6351500000,1.11%
2018-06-05,6281900000,0.68%
2018-06-04,6239600000,
2018-06-01,6239600000,0.63%
2018-05-31,6200700000,-0.99%
2018-05-30,6263000000,0.55%
2018-05-29,6228900000,-0.88%
2018-05-25,6284300000,0.04%
2018-05-24,6282100000,0.56%
2018-05-23,6247100000,0.17%
2018-05-22,6236200000,-0.65%
2018-05-21,6277200000,-0.58%
2018-05-18,6314100000,0.10%
2018-05-17,6307700000,-0.25%
2018-05-16,6323300000,0.25%
2018-05-15,6307500000,2.17%
2018-05-14,6173800000,2.64%
2018-05-11,6015200000,0.52%
2018-05-10,5984000000,0.63%
2018-05-09,5946800000,0.77%
2018-05-08,5901200000,-0.47%
2018-05-07,5929300000,-0.20%
2018-05-04,5940900000,1.73%
2018-05-03,5839900000,3.71%
2018-05-02,5630900000,0.06%
2018-05-01,5627500000,-1.69%
2018-04-30,5724300000,-0.86%
2018-04-27,5774000000,1.08%
2018-04-26,5712100000,0.63%
2018-04-25,5676500000,-0.22%
2018-04-24,5689000000,-0.36%
2018-04-23,5709500000,-0.92%
2018-04-20,5762700000,0.44%
2018-04-19,5737300000,-0.25%
2018-04-18,5751600000,0.63%
2018-04-17,5715600000,-0.03%
2018-04-16,5717300000,0.51%
2018-04-13,5688100000,0.34%
2018-04-12,5669000000,-1.47%
2018-04-11,5753300000,-0.59%
2018-04-10,5787700000,
2018-04-09,5787900000,0.24%
2018-04-06,5773800000,0.14%
2018-04-05,5765800000,1.01%
2018-04-04,5708100000,0.24%
2018-04-03,5694600000,-0.44%
2018-04-02,5719600000,-1.21%
2018-03-29,5789800000,1.35%
2018-03-28,5712500000,-0.44%
2018-03-27,5738000000,-0.70%
2018-03-26,5778300000,1.51%
2018-03-23,5692300000,-1.12%
2018-03-22,5756800000,0.14%
2018-03-21,5748800000,0.88%
2018-03-20,5698900000,1.50%
2018-03-19,5614600000,-2.26%
2018-03-16,5744300000,-1.41%
2018-03-15,5826300000,-0.19%
2018-03-14,5837200000,0.39%
2018-03-13,5814500000,-1.17%
2018-03-12,5883600000,2.11%
2018-03-09,5762000000,0.11%
2018-03-08,5755900000,0.74%
2018-03-07,5713500000,
2018-03-06,5713500000,-0.15%
2018-03-05,5722000000,1.50%
2018-03-02,5637400000,-0.28%
2018-03-01,5653200000,-1.72%
2018-02-28,5752100000,0.59%
2018-02-27,5718200000,-1.63%
2018-02-26,5812900000,6.39%
2018-02-23,5464000000,1.05%
2018-02-22,5407300000,-1.11%
2018-02-21,5468000000,0.94%
2018-02-20,5417200000,1.32%
2018-02-16,5346500000,0.37%
2018-02-15,5327000000,2.82%
2018-02-14,5181100000,4.73%
2018-02-13,4947200000,0.62%
2018-02-12,4916900000,-0.24%
2018-02-09,4928600000,-0.73%
2018-02-08,4964700000,-2.91%
2018-02-07,5113300000,-0.67%
2018-02-06,5147700000,-1.11%
2018-02-05,5205400000,0.11%
2018-02-02,5199600000,1.35%
2018-02-01,5130300000,0.88%
2018-01-31,5085300000,0.75%
2018-01-30,5047400000,-0.18%
2018-01-29,5056300000,0.29%
2018-01-26,5041900000,0.90%
2018-01-25,4996700000,-0.93%
2018-01-24,5043600000,1.44%
2018-01-23,4972200000,-0.12%
2018-01-22,4978300000,-0.33%
2018-01-19,4994800000,0.74%
2018-01-18,4958100000,-0.42%
2018-01-17,4979000000,-0.11%
2018-01-16,4984400000,-0.67%
2018-01-12,5018100000,0.64%
2018-01-11,4986300000,1.80%
2018-01-10,4898200000,-1.19%
2018-01-09,4957400000,0.04%
2018-01-08,4955500000,-1.19%
2018-01-05,5015300000,0.85%
2018-01-04,4973100000,-0.10%
2018-01-03,4978300000,0.89%
2018-01-02,4934300000,-0.67%
2017-12-29,4967700000,-1.02%
2017-12-28,5019100000,0.15%
2017-12-27,5011800000,0.43%
2017-12-26,4990300000,0.14%
2017-12-22,4983300000,-1.15%
2017-12-21,5041200000,0.82%
2017-12-20,5000200000,-0.84%
2017-12-19,5042600000,0.30%
2017-12-18,5027300000,1.55%
2017-12-15,4950800000,0.13%
2017-12-14,4944600000,-0.45%
2017-12-13,4967200000,-0.76%
2017-12-12,5005400000,-0.35%
2017-12-11,5023100000,-0.42%
2017-12-08,5044100000,0.40%
2017-12-07,5024000000,0.78%
2017-12-06,4985200000,-0.31%
2017-12-05,5000700000,-2.86%
2017-12-04,5148000000,0.66%
2017-12-01,5114300000,0.19%
2017-11-30,5104400000,0.50%
2017-11-29,5078900000,0.77%
2017-11-28,5040300000,-0.18%
2017-11-27,5049200000,-0.31%
2017-11-24,5065000000,0.39%
2017-11-22,5045500000,-0.35%
2017-11-21,5063100000,-0.05%
2017-11-20,5065500000,-1.58%
2017-11-17,5147000000,-0.28%
2017-11-16,5161400000,-0.95%
2017-11-15,5211100000,-0.69%
2017-11-14,5247100000,-1.02%
2017-11-13,5301100000,-2.02%
2017-11-10,5410200000,-0.03%
2017-11-09,5411600000,0.27%
2017-11-08,5396800000,1.73%
2017-11-07,5305100000,-0.94%
2017-11-06,5355500000,-0.70%
2017-11-03,5393000000,3.65%
2017-11-02,5203200000,-2.10%
2017-11-01,5315000000,1.37%
2017-10-31,5243000000,1.10%
2017-10-30,5186000000,-1.73%
2017-10-27,5277300000,3.66%
2017-10-26,5091100000,0.95%
2017-10-25,5043100000,-1.37%
2017-10-24,5113200000,-1.11%
2017-10-23,5170400000,0.10%
2017-10-20,5165000000,2.08%
2017-10-19,5060000000,2.35%
2017-10-18,4943700000,-1.88%
2017-10-17,5038600000,-1.72%
2017-10-16,5126700000,1.63%
2017-10-13,5044300000,-0.39%
2017-10-12,5063800000,2.02%
2017-10-11,4963700000,0.79%
2017-10-10,4924900000,-0.19%
2017-10-09,4934300000,-1.02%
2017-10-06,4984900000,-1.18%
2017-10-05,5044300000,-0.23%
2017-10-04,5055800000,0.72%
2017-10-03,5019800000,-0.63%
2017-10-02,5051800000,0.22%
2017-09-29,5040700000,-0.64%
2017-09-28,5073400000,-0.32%
2017-09-27,5089500000,3.13%
2017-09-26,4935200000,-0.16%
2017-09-25,4943300000,-1.70%
2017-09-22,5029000000,0.06%
2017-09-21,5026100000,-0.54%
2017-09-20,5053400000,0.06%
2017-09-19,5050400000,-1.06%
2017-09-18,5104500000,-1.27%
2017-09-15,5170000000,0.44%
2017-09-14,5147400000,-1.56%
2017-09-13,5228800000,-1.09%
2017-09-12,5286500000,0.16%
2017-09-11,5277800000,1.89%
2017-09-08,5179900000,-0.22%
2017-09-07,5191200000,-2.35%
2017-09-06,5316200000,0.90%
2017-09-05,5268900000,6.85%
2017-09-01,4931000000,-1.45%
2017-08-31,5003300000,0.68%
2017-08-30,4969600000,0.34%
2017-08-29,4952700000,-1.31%
2017-08-28,5018600000,-1.23%
2017-08-25,5081200000,0.61%
2017-08-24,5050600000,1.40%
2017-08-23,4980700000,-1.03%
2017-08-22,5032700000,0.61%
2017-08-21,5002100000,1.32%
2017-08-18,4936900000,0.74%
2017-08-17,4900600000,-4.26%
2017-08-16,5118900000,0.62%
2017-08-15,5087600000,-0.16%
2017-08-14,5095800000,0.36%
2017-08-11,5077500000,0.29%
2017-08-10,5062900000,-0.42%
2017-08-09,5084500000,0.32%
2017-08-08,5068500000,-0.77%
2017-08-07,5107600000,0.13%
2017-08-04,5101000000,-0.10%
2017-08-03,5105900000,-0.27%
2017-08-02,5119600000,-0.91%
2017-08-01,5166400000,-0.13%
2017-07-31,5173000000,-0.05%
2017-07-28,5175400000,0.56%
2017-07-27,5146700000,0.61%
2017-07-26,5115600000,0.93%
2017-07-25,5068700000,0.53%
2017-07-24,5041900000,1.67%
2017-07-21,4959300000,0.02%
2017-07-20,4958300000,2.16%
2017-07-19,4853600000,3.21%
2017-07-18,4702600000,0.75%
2017-07-17,4667600000,0.91%
2017-07-14,4625400000,0.77%
2017-07-13,4590100000,0.42%
2017-07-12,4571000000,1.54%
2017-07-11,4501600000,-0.98%
2017-07-10,4546300000,-0.86%
2017-07-07,4585900000,1.01%
2017-07-06,4539900000,-1.72%
2017-07-05,4619500000,-0.25%
2017-07-03,4631300000,-0.10%
2017-06-30,4635800000,-0.47%
2017-06-29,4657700000,-1.33%
2017-06-28,4720500000,1.62%
2017-06-27,4645200000,-1.24%
2017-06-26,4703600000,0.27%
2017-06-23,4690900000,0.83%
2017-06-22,4652300000,-0.05%
2017-06-21,4654400000,1.14%
2017-06-20,4602100000,-1.14%
2017-06-19,4655300000,1.27%
2017-06-16,4596700000,-0.10%
2017-06-15,4601400000,-0.03%
2017-06-14,4602800000,0.85%
2017-06-13,4564000000,-0.75%
2017-06-12,4598300000,0.30%
2017-06-09,4584400000,0.22%
2017-06-08,4574300000,
2017-06-07,4574300000,-0.09%
2017-06-06,4578600000,-1.32%
2017-06-05,4640000000,-1.28%
2017-06-02,4700000000,1.41%
2017-06-01,4634600000,0.74%
2017-05-31,4600700000,0.01%
2017-05-30,4600200000,-0.14%
2017-05-26,4606800000,0.58%
2017-05-25,4580200000,-0.32%
2017-05-24,4594800000,-0.69%
2017-05-23,4626600000,-0.57%
2017-05-22,4653000000,0.34%
2017-05-19,4637200000,0.06%
2017-05-18,4634600000,0.42%
2017-05-17,4615100000,-1.49%
2017-05-16,4685000000,-0.36%
2017-05-15,4701700000,-0.44%
2017-05-12,4722400000,-0.95%
2017-05-11,4767600000,0.50%
2017-05-10,4744100000,-0.29%
2017-05-09,4758000000,0.75%
2017-05-08,4722400000,-0.71%
2017-05-05,4756300000,2.75%
2017-05-04,4629200000,-3.05%
2017-05-03,4774600000,-1.98%
2017-05-02,4871100000,0.47%
2017-05-01,4848400000,0.28%
2017-04-28,4834900000,0.32%
2017-04-27,4819600000,0.62%
2017-04-26,4789900000,0.25%
2017-04-25,4777900000,0.65%
2017-04-24,4747200000,-0.74%
2017-04-21,4782500000,-0.68%
2017-04-20,4815300000,1.03%
2017-04-19,4766200000,0.07%
2017-04-18,4762800000,-0.61%
2017-04-17,4791800000,1.47%
2017-04-13,4722600000,-1.07%
2017-04-12,4773600000,-0.42%
2017-04-11,4793700000,-0.99%
2017-04-10,4841400000,-1.24%
2017-04-07,4902300000,-0.02%
2017-04-06,4903500000,4.14%
2017-04-05,4708400000,-1.33%
2017-04-04,4771900000,1.12%
2017-04-03,4719200000,-1.39%
2017-03-31,4785600000,0.13%
2017-03-30,4779400000,-0.83%
2017-03-29,4819400000,0.97%
2017-03-28,4772900000,0.60%
2017-03-27,4744600000,0.77%
2017-03-24,4708200000,0.16%
2017-03-23,4700800000,0.41%
2017-03-22,4681600000,-0.03%
2017-03-21,4683000000,-1.54%
2017-03-20,4756300000,-0.12%
2017-03-17,4761900000,-0.45%
2017-03-16,4783400000,-0.21%
2017-03-15,4793300000,-0.20%
2017-03-14,4803100000,-1.02%
2017-03-13,4852400000,0.14%
2017-03-10,4845700000,2.25%
2017-03-09,4739300000,1.89%
2017-03-08,4651200000,2.10%
2017-03-07,4555500000,-0.25%
2017-03-06,4567000000,0.50%
2017-03-03,4544300000,1.61%
2017-03-02,4472400000,1.72%
2017-03-01,4396700000,2.30%
2017-02-28,4297900000,1.72%
2017-02-27,4225100000,-1.49%
2017-02-24,4289100000,-0.21%
2017-02-23,4298200000,0.05%
2017-02-22,4296000000,1.44%
2017-02-21,4235200000,0.82%
2017-02-17,4200700000,-2.23%
2017-02-16,4296700000,2.87%
2017-02-15,4176700000,0.32%
2017-02-14,4163300000,0.14%
2017-02-13,4157300000,0.87%
2017-02-10,4121300000,-0.09%
2017-02-09,4124899999,-0.87%
2017-02-08,4161100000,-0.57%
2017-02-07,4185100000,-1.40%
2017-02-06,4244500000,1.00%
2017-02-03,4202300000,0.18%
2017-02-02,4194800000,0.16%
2017-02-01,4187899999,-0.51%
2017-01-31,4209399999,-0.46%
2017-01-30,4228899999,2.14%
2017-01-27,4140200000,0.45%
2017-01-26,4121500000,0.65%
2017-01-25,4094900000,-0.35%
2017-01-24,4109300000,2.38%
2017-01-23,4013900000,-1.28%
2017-01-20,4065900000,0.86%
2017-01-19,4031400000,-0.52%
2017-01-18,4052300000,-2.15%
2017-01-17,4141200000,-0.29%
2017-01-13,4153100000,-0.01%
2017-01-12,4153600000,-0.81%
2017-01-11,4187600000,0.44%
2017-01-10,4169399999,-0.29%
2017-01-09,4181700000,-0.08%
2017-01-06,4185000000,-0.23%
2017-01-05,4194600000,-0.63%
2017-01-04,4221000000,0.86%
2017-01-03,4185000000,1.83%
2016-12-30,4109800000,-1.36%
2016-12-29,4166300000,-1.06%
2016-12-28,4211100000,0.07%
2016-12-27,4208000000,0.31%
2016-12-23,4194800000,0.70%
2016-12-22,4165800000,-1.04%
2016-12-21,4209700000,0.47%
2016-12-20,4189800000,0.90%
2016-12-19,4152399999,0.12%
2016-12-16,4147600000,0.01%
2016-12-15,4147100000,-0.48%
2016-12-14,4167000000,0.33%
2016-12-13,4153399999,0.69%
2016-12-12,4125100000,-1.74%
2016-12-09,4198200000,-0.75%
2016-12-08,4229800000,-0.94%
2016-12-07,4269800000,2.03%
2016-12-06,4185000000,0.72%
2016-12-05,4155100000,1.28%
2016-12-02,4102600000,-1.91%
2016-12-01,4182600000,0.52%
2016-11-30,4160800000,0.16%
2016-11-29,4154100000,0.04%
2016-11-28,4152399999,-0.01%
2016-11-25,4152700000,0.54%
2016-11-23,4130399999,-0.32%
2016-11-22,4143600000,-0.33%
2016-11-21,4157500000,0.21%
2016-11-18,4148800000,-1.49%
2016-11-17,4211399999,1.81%
2016-11-16,4136399999,0.27%
2016-11-15,4125300000,0.26%
2016-11-14,4114800000,0.08%
2016-11-11,4111399999,1.08%
2016-11-10,4067600000,1.05%
2016-11-09,4025400000,0.29%
2016-11-08,4013900000,1.45%
2016-11-07,3956400000,1.83%
2016-11-04,3885200000,-0.03%
2016-11-03,3886200000,-0.60%
2016-11-02,3909500000,-1.00%
2016-11-01,3949000000,-0.86%
2016-10-31,3983200000,0.88%
2016-10-28,3948500000,0.31%
2016-10-27,3936200000,0.34%
2016-10-26,3922800000,-0.27%
2016-10-25,3933600000,-1.59%
2016-10-24,3997100000,-1.27%
2016-10-21,4048600000,2.53%
2016-10-20,3948800000,-1.41%
2016-10-19,4005300000,1.08%
2016-10-18,3962700000,1.99%
2016-10-17,3885200000,-2.19%
2016-10-14,3972100000,-0.79%
2016-10-13,4003900000,-1.06%
2016-10-12,4046700000,-0.25%
2016-10-11,4056800000,-0.16%
2016-10-10,4063100000,0.51%
2016-10-07,4042600000,0.07%
2016-10-06,4039700000,-0.51%
2016-10-05,4060400000,-0.88%
2016-10-04,4096500000,-1.28%
2016-10-03,4149500000,1.77%
2016-09-30,4077500000,1.37%
